Restaurant_Name,Category,Pricing_for_2,Locality,Dining_Rating,Dining_Review_Count,Delivery_Rating,Delivery_Rating_Count,Website,Address,Phone_No,Latitude,Longitude
Tandoori Chai & Snacks,"Chinese, Street Food, Fast Food, North Indian, Rolls",250," Kaggadasapura, Bangalore",3.6,21,,5,https://www.zomato.com/bangalore/tandoori-chai-snacks-kaggadasapura-bangalore,"13th Cross, Kaggadasapura, Bangalore",9.17406E+11,12.98370769,77.67671842
Biriyani Katte,"Biryani, South Indian, North Indian",400," Mysore Road, Bangalore",3.6,14,3.2,123,https://www.zomato.com/bangalore/biriyani-katte-1-mysore-road-bangalore,"11, Opposite RV College Of  Engineering, Mysore Road, Bangalore",9.19886E+11,12.92490832,77.49876492
Badey Miyan Chote Miyan,"North Indian, Chinese, Mughlai",400," Sarjapur Road, Bangalore",3.6,5,2.8,42,https://www.zomato.com/bangalore/badey-miyan-chote-miyan-sarjapur-road-bangalore,"Sez 5 To 11 Floor, Block 3, Wing 3, Survey 31/1, Chikkakannalli, Varthur Hobli, Sarjapur Road, Bangalore",9.19741E+11,12.90259696,77.70591661
Biryani Paradize,"Andhra, Chinese, Hyderabadi",350," Whitefield, Bangalore",3.6,4,3.2,162,https://www.zomato.com/bangalore/biryani-paradize-whitefield-bangalore,"6th Cross, Ambedkar Nagar, Whitefield, Bangalore",9.18044E+11,12.97996951,77.75239628
Icy Hill,"Desserts, Ice Cream, Beverages",250," Electronic City, Bangalore",3.6,24,3.9,48,https://www.zomato.com/bangalore/icy-hill-electronic-city-bangalore,"Shop 9, Pristine Symphony Apartment, Kammasandra Village, Opposite Canara Bank, Electronic City, Bangalore",9.19621E+11,12.829622,77.690585
Zaatar Spice,"North Indian, Chinese, Arabian, Seafood, Biryani",450," Electronic City, Bangalore",3.6,26,3.9,18,https://www.zomato.com/bangalore/zaatar-spice-electronic-city-bangalore,"734, Mico Main Road, Chennakeshava Nagar, Electronic City, Bangalore",9.19981E+11,12.87035598,77.65724055
Little South Cafe,"Tamil, Biryani",300," Jalahalli, Bangalore",3.6,18,3.9,43,https://www.zomato.com/bangalore/little-south-cafe-1-jalahalli-bangalore,"Ground Floor, Mallasandra, T Dasarahalli, Near Anjaneya Temple, Jalahalli, Bangalore",9.19742E+11,13.06014442,77.51277007
Carmel Restaurant,Kerala,200," Sarjapur Road, Bangalore",3.6,12,4,168,https://www.zomato.com/bangalore/carmel-restaurant-sarjapur-road-bangalore,"Survey 23/8, Janatha Colony, Doddakannelli, Carmelaram, Near Sarjapur Road, Bangalore",9.19612E+11,12.910043,77.698959
Samudra Restaurant,"Andhra, South Indian, Chinese, Fast Food",400," Vijay Nagar, Bangalore",3.6,9,3.8,79,https://www.zomato.com/bangalore/samudra-restaurant-vijay-nagar-bangalore,"1st Main, 11th Cross, Prashanthnagar, Near Bharathi Nursing Home, Vijay Nagar, Bangalore",9.18971E+11,12.97612215,77.53313307
Veggie Food Joint,"North Indian, South Indian, Chinese",300," Bannerghatta Road, Bangalore",3.6,22,3.6,69,https://www.zomato.com/bangalore/veggie-food-joint-bannerghatta-road-bangalore,"Shop 1 & 2, Plot 70, Kembatahalli Main Road, Near KRB Petrol Pump, Anjannpura, Bannerghatta Road, Bangalore",9.19742E+11,12.85843734,77.57136561
Andhra Spicy,"Andhra, South Indian, Chinese",400," RMZ Ecoworld, Bellandur, Bangalore",3.6,17,3.7,208,https://www.zomato.com/bangalore/andhra-spicy-bellandur,"RMZ Ecoworld, Bellandur, Bangalore",9.19066E+11,12.91840397,77.68565856
SIACHI,"Bakery, Desserts",400," Jayanagar, Bangalore",3.6,10,,12,https://www.zomato.com/bangalore/siachi-jayanagar-bangalore,"14, 2nd Floor, Sapna Book House, 27th Cross Road, 4th Block, Jayanagar, Bangalore",9.179E+11,12.9308109,77.58102156
Bill Board Cafe,"Cafe, Chinese, Fast Food, North Indian",400," Yelahanka, Bangalore",3.6,23,3.5,125,https://www.zomato.com/bangalore/bill-board-cafe-yelahanka-bangalore,"1, 3rd Floor, Chandra Towers, Above All Mart, Kattigenhalli, Yelahanka, Bangalore",9.19852E+11,13.12171329,77.6258681
Ambur Dum Biryani,"Biryani, Kebab",200," Jakkur, Bangalore",3.6,13,4.1,283,https://www.zomato.com/bangalore/ambur-dum-biryani-jakkur-bangalore,"18th Cross, Srirampura Main Road, Amruthahalli, Jakkur, Bangalore",9.19539E+11,13.06910496,77.60287821
Saptapadi,Bengali,300," KR Puram, Bangalore",3.6,13,3.8,111,https://www.zomato.com/bangalore/saptapadi-kr-puram-bangalore,"201, L1, Sri Sai Apartment Clusters TC Palya, KR Puram, Bangalore",9.19035E+11,13.0271984,77.6965096
Blends & Wraps,"Fast Food, Rolls, Beverages, Juices",250," Bommanahalli, Bangalore",3.6,17,3.8,44,https://www.zomato.com/bangalore/blends-wraps-bommanahalli-bangalore,"419/4, Subbaiah Garden Layout, Hogsandra, Bommanahalli, Bangalore",9.18431E+11,12.89909026,77.62983106
Jus Biriyani,Biryani,450," Inorbit Mall, Whitefield, Bangalore",3.6,14,3.9,194,https://www.zomato.com/bangalore/jus-biriyani-whitefield-bangalore,"Unit F &B 14, 07, 1st Block, Plot 75, EPIP Area Road, Inorbit Mall, Whitefield, Bangalore",9.1998E+11,12.9792852,77.7289031
Mom Made Food,"North Indian, Fast Food",400," Frazer Town, Bangalore",3.6,19,,9,https://www.zomato.com/bangalore/mom-made-food-2-frazer-town,"35, 2nd Floor, 1st Stage, Pilanna Garden, 3rd Cross, Frazer Town, Bangalore",9.19739E+11,13.00955422,77.61476208
Lassi Hub,"Juices, Beverages, Fast Food, Ice Cream, Desserts",200," Hebbal, Bangalore",3.6,13,3.8,195,https://www.zomato.com/bangalore/lassi-hub-hebbal-bangalore,"2, Ground Floor, 1st Main Road, AGS Colony, Anand Nagar, Hebbal, Bangalore",9.17407E+11,13.03318541,77.59036705
Halli Hatti Donne Biriyani,"Biryani, North Indian",300," Bommanahalli, Bangalore",3.6,14,3.4,377,https://www.zomato.com/bangalore/halli-hatti-donne-biriyani-bommanahalli-bangalore,"Site 02, 1st Floor, Survey 33/2, Devarachikkanahalli Road, Bommanahalli, Bangalore",9.19354E+11,12.896007,77.620628
Snow Desert Cafe,"Fast Food, Rolls, Sandwich, Burger, Pizza, Desserts, Beverages",300," Vijay Nagar, Bangalore",3.6,10,3.4,69,https://www.zomato.com/bangalore/snow-desert-cafe-vijay-nagar-bangalore,"374, 9th J Main Road, Hoshalli Extension, Stage 1, Vijay Nagar, Bangalore",9.19743E+11,12.96735984,77.54378211
Khaja Point,"North Indian, Chinese, Biryani",300," BTM, Bangalore",3.6,14,3.8,121,https://www.zomato.com/bangalore/khaja-point-btm-bangalore,"Building 35, Flat 1, 1st Main, 1st Cross, Maruthinagar Extension, Madiwala, BTM, Bangalore",9.19887E+11,12.92644419,77.61633217
Padosi Apke Apne,"South Indian, Chinese, North Indian",400," JP Nagar, Bangalore",3.6,8,3.7,153,https://www.zomato.com/bangalore/padosi-apke-apne-jp-nagar-bangalore,"Shop 3/1, Sri Nidhi Lake View Appartment, Ishwar Layout, JP Nagar, Bangalore",9.18278E+11,12.89163876,77.57495441
The Velu's,"Fast Food, Chinese, North Indian, Beverages",350," Domlur, Bangalore",3.6,15,3.9,24,https://www.zomato.com/bangalore/the-velus-domlur-bangalore,"514, Krishna Reddy Layout, Domlur, Bangalore",9.18884E+11,12.95282665,77.63993394
MP07 Cafe,"North Indian, Chinese, Beverages, Mughlai, Street Food",400," BTM, Bangalore",3.6,9,3.9,26,https://www.zomato.com/bangalore/mp07-cafe-1-btm-bangalore,"688, Upper Ground Floor, 7th Main Road, 10th Cross, Mico Layout, Stage 2, BTM, Bangalore",9.18319E+11,12.912769,77.606276
Roll & Roll,"Fast Food, Rolls",150," Yelahanka, Bangalore",3.6,24,,0,https://www.zomato.com/bangalore/roll-roll-yelahanka-bangalore,"350,4th Phase, New Town, Shivamandir Road, Yelahanka, Bangalore",9.18148E+11,13.10412324,77.57052675
Sri Murari Family Restaurant,"Biryani, Andhra, Chinese",450," Banashankari, Bangalore",3.6,5,,0,https://www.zomato.com/bangalore/sri-murari-family-restaurant-banashankari-bangalore,"57, 3rd Cross, 80 Feet Road, Banashankari, Bangalore",9.19887E+11,12.92225516,77.54998606
Egg World,"Street Food, Fast Food",250," Sarjapur Road, Bangalore",3.6,8,3.5,110,https://www.zomato.com/bangalore/egg-world-sarjapur-road-bangalore,"65/2, Ground Floor, Kaikondarahalli, Sarjapur Road, Bangalore",9.18619E+11,12.913052,77.679806
Gowda's Rasai Naati Style,"North Indian, Chinese, Street Food",250," Nagarbhavi, Bangalore",3.6,15,3.6,59,https://www.zomato.com/bangalore/gowdas-rasai-naati-style-nagarbhavi-bangalore,"10, 80 Feet Road, Gidadakonenahalli, Near Latha Complex, Nagarbhavi, Bangalore",9.19633E+11,12.96994096,77.49246843
Bismillah Tea Point,"Fast Food, Beverages",100," Shanti Nagar, Bangalore",3.6,21,,0,https://www.zomato.com/bangalore/bismillah-tea-point-1-shanti-nagar-bangalore,"64, Siddaiah Road, Shanti Nagar, Bangalore",9.18089E+11,12.95443782,77.5897887
Arkavathi Biriyani Mane,"North Indian, Chinese, Biryani, Mughlai",400," Kumaraswamy Layout, Bangalore",3.6,7,3.8,59,https://www.zomato.com/bangalore/arkavathi-biriyani-mane-kumaraswamy-layout-bangalore,"528, 2nd Stage, 50 Feet Road, Kumaraswamy Layout, Bangalore",9.199E+11,12.90566472,77.55827475
Aaradhana Kitchen,"South Indian, Chinese, Andhra",400," Nagawara, Bangalore",3.6,12,3.7,438,https://www.zomato.com/bangalore/aaradhana-kitchen-nagawara-bangalore,"31/32, First Floor, Next To Mantaya Tech Park, Nagawara, Bangalore",9.19539E+11,13.04131696,77.62193665
Ramu Kaka,"North Indian, South Indian, Chinese, Mangalorean",500," Electronic City, Bangalore",3.6,8,3.3,154,https://www.zomato.com/bangalore/ramu-kaka-electronic-city-bangalore,"Survey 112/3, Ground Floor, Gollahalli Village, Phase 1, Electronic City, Bangalore",9.19656E+11,12.828286,77.670723
Cake Menu,"Bakery, Desserts",400," Koramangala 1st Block, Bangalore",3.6,12,3.9,21,https://www.zomato.com/bangalore/cake-menu-koramangala-1st-block-bangalore,"5, 8th Cross, Venkatapura, Koramangala 1st Block, Bangalore",9.18971E+11,12.9209099,77.6332695
Express Cafe,"Desserts, Fast Food, Italian, North Indian, Beverages",600," ITPL Main Road, Whitefield, Bangalore",3.6,8,,3,https://www.zomato.com/bangalore/express-cafe-itpl-main-road-whitefield-bangalore,"Holiday Inn Express, Plot 4, EPIP Zone, Near Harman Building, ITPL Main Road, Whitefield, Bangalore",9.18067E+11,12.98630824,77.73238868
Multi Cuisine Cafe,"Biryani, Chinese, Fast Food, Sandwich",400," Hebbal, Bangalore",3.6,10,3.4,362,https://www.zomato.com/bangalore/multi-cuisine-cafe-hebbal-bangalore,"84, Ground Floor, Near Misty Waters, 3rd Main Road, Kempapura, Hebbal, Bangalore",9.1974E+11,13.04908799,77.59701524
DCP Desi Chai Paratha,North Indian,150," ITPL Main Road, Whitefield, Bangalore",3.6,15,,8,https://www.zomato.com/bangalore/dcp-desi-chai-paratha-itpl-main-road-whitefield-bangalore,"Kundanhalli Gate, Near Hyper City Mall, ITPL Main Road, Whitefield, Bangalore",9.19718E+11,12.95828682,77.71575227
Wrapafella,"Rolls, Fast Food",250," Yelahanka, Bangalore",3.6,11,3.4,20,https://www.zomato.com/bangalore/wrapafella-yelahanka-bangalore,"Counter 11 B, RMZ Galleria, Bellary Road, Yelahanka, Bangalore",9.18792E+11,13.094336,77.59486
Krishna Leela Grand,"South Indian, North Indian, Chinese, Street Food",350," Hennur, Bangalore",3.6,10,,20,https://www.zomato.com/bangalore/krishna-leela-grand-hennur-bangalore,"155/1, Kacharakanahalli, Hennur Main Road, Hennur, Bangalore",9.19687E+11,13.01782015,77.62975026
Amaravati Food Court,"Andhra, North Indian, Chinese",300," Whitefield, Bangalore",3.6,9,3.4,54,https://www.zomato.com/bangalore/amaravati-food-court-whitefield-bangalore,"Brigade Metropolis, Garudachar Palya, Hoodi, Whitefield, Bangalore",9.19901E+11,12.990989,77.706297
Limra Eating Point,"Chinese, North Indian, Rolls",300," BTM, Bangalore",3.6,7,3.4,50,https://www.zomato.com/bangalore/limra-eating-point-btm-bangalore,"Ramaiah Building, Opposite Jayadeva Hospital, BG Road, Gurappana Palya, BTM, Bangalore",9.19591E+11,12.9199865,77.6002883
Indus Flavour,"Chinese, North Indian, Kebab, Fast Food, Desserts",600," Hesaraghatta, Bangalore",3.6,5,,16,https://www.zomato.com/bangalore/indus-flavour-hesaraghatta-bangalore,"Patidar Samaj 40, Near 8th Mile Circle, Hesarghatta Main Road, Hesaraghatta, Bangalore",9.18089E+11,13.04742484,77.5079488
The Mik Mak Food Lounge,"Salad, Chinese, Fast Food",300," HBR Layout, Bangalore",3.6,12,3.2,12,https://www.zomato.com/bangalore/the-mik-mak-food-lounge-hbr-layout-bangalore,"Cmr Road, 2nd Main, 3rd Block, HBR Layout, Bangalore",9.19686E+11,13.0308495,77.6287859
The Mik Mak Food Lounge,"Salad, Chinese, Fast Food",300," HBR Layout, Bangalore",3.6,12,3.2,12,https://www.zomato.com/bangalore/the-mik-mak-food-lounge-hbr-layout-bangalore,"Cmr Road, 2nd Main, 3rd Block, HBR Layout, Bangalore",9.19686E+11,13.0308495,77.6287859
Crispy Lounge,"Fast Food, Beverages",100," Whitefield, Bangalore",3.6,14,,6,https://www.zomato.com/bangalore/crispy-lounge-whitefield-bangalore,"89/7, ITPL Road, Near Carry Mart, Nallurahlli, Whitefield, Bangalore",9.17892E+11,12.9721643,77.73439497
Basaveshwara Khanavali,South Indian,150," Nagawara, Bangalore",3.6,8,,0,https://www.zomato.com/bangalore/basaveshwara-khanavali-nagawara,"Beside Manyata Tech Park, Nagawara, Bangalore",9.19592E+11,13.04140548,77.62199264
Malabar Treat,"North Indian, Chinese",500," Koramangala 1st Block, Bangalore",3.6,7,,0,https://www.zomato.com/bangalore/malabar-treat-koramangala-1st-block,"8th Cross, Venkatapura Main Road, Koramangala 1st Block, Bangalore",9.19605E+11,12.92088136,77.63331894
Ronni's Momos & More,"Momos, Fast Food",200," KR Puram, Bangalore",3.6,8,,0,https://www.zomato.com/bangalore/ronnis-momos-more-kr-puram-bangalore,"9, Kithaganur Main Road, Sannatammanahalli, Battarahalli, KR Puram, Bangalore",9.18884E+11,13.02343733,77.70654224
Rolls Rice Cafe,"Chinese, Fast Food",400," Kengeri, Bangalore",3.6,9,3.9,32,https://www.zomato.com/bangalore/rolls-rice-cafe-kengeri-bangalore,"211/76, R R Nagara, Opposite RV College, Kengeri, Bangalore",9.17483E+11,12.92509622,77.49884203
Chikkis,"North Indian, Chinese, Mughlai",300," Hennur, Bangalore",3.6,8,,22,https://www.zomato.com/bangalore/chikkis-hennur-bangalore,"26, Horamavu Agra Main Raod, Hennur, Bangalore",9.19686E+11,13.0319236,77.65363801
Atithi Veg,"South Indian, North Indian, Chinese",300," International Airport, Bangalore",3.6,10,,0,https://www.zomato.com/bangalore/atithi-veg-international-airport-bangalore,"9-10, Hunasamaranahalli Village, Jala Hobli, Opposite Multi Mart, International Airport, Bangalore",9.19008E+11,13.14426415,77.61847425
Arab Skew,"Arabian, Lebanese",200," Electronic City, Bangalore",3.6,6,3.9,52,https://www.zomato.com/bangalore/arab-skew-electronic-city-bangalore,"28, 2nd Cross Road, Anand Reddy Layout, Shanthi Pura, Electronic City Phase II, Electronic City, Bengaluru",9.17907E+11,12.84917928,77.68049967
Sri Krishna Grand,"South Indian, North Indian, Chinese",350," Yelahanka, Bangalore",3.6,13,,0,https://www.zomato.com/bangalore/sri-krishna-grand-yelahanka-bangalore,"858, Nehru Nagar, Raithara Sante, Old Yelahanka, Bangalore, Bengaluru",9.1974E+11,13.09598788,77.59774245
Delhite Food,North Indian,600," BTM, Bangalore",3.6,4,3.8,110,https://www.zomato.com/bangalore/delhite-food-btm-bangalore,"19th Cross, 7th Main, Near MedPlus, Stage 2, BTM, Bangalore",9.179E+11,12.90728796,77.60714628
Rotti Mane,South Indian,200," Vijay Nagar, Bangalore",3.6,9,,6,https://www.zomato.com/bangalore/rotti-mane-1-vijay-nagar-bangalore,"49/1, Chandra Layout, 3rd Main Road, Vijay Nagar, Bengaluru",9.19612E+11,12.95755101,77.52790175
Best Tea Cafe,Cafe,400," Frazer Town, Bangalore",3.6,5,,0,https://www.zomato.com/bangalore/best-tea-cafe-frazer-town,"137/1 MM Road, Opposite Yamaha Showroom, Frazer Town, Bangalore",9.18049E+11,13.00066438,77.61453878
Gowdru Military Hotel,South Indian,200," Basavanagudi, Bangalore",3.6,6,,18,https://www.zomato.com/bangalore/gowdru-military-hotel-basavanagudi-bangalore,"92, 1st Main Road, 9th Cross, Chamarajpet, Basavanagudi, Bangalore",9.19108E+11,12.96022339,77.55956925
Idly Wala,South Indian,100," BTM, Bangalore",3.6,5,,0,https://www.zomato.com/bangalore/idly-wala-btm-bangalore,"8-1, 3rd Main, A Cross, Gurappana Palya, BTM, Bangalore",9.18074E+11,12.92146271,77.60483589
Mistletoe Asia,Bakery,300," Koramangala 5th Block, Bangalore",3.6,7,,0,https://www.zomato.com/bangalore/mistletoe-asia-koramangala-5th-block-bangalore,"Unit 24, Siddam Setty Complex, Koramangala 5th Block, Bangalore",9.19916E+11,12.93477497,77.61333983
Nila Food Corner,South Indian,200," Sahakara Nagar, Bangalore",3.6,10,,0,https://www.zomato.com/bangalore/nila-food-corner-sahakara-nagar-bangalore,"784, NTI Layout, 2nd Phase, Rajiv Gandhi Nagar, Sahakara Nagar, Bangalore",9.19592E+11,13.06897171,77.5808147
Roti Curry,North Indian,300," Sarjapur Road, Bangalore",3.6,7,,8,https://www.zomato.com/bangalore/roti-curry-sarjapur-road-bangalore,"13B, Kasavanahalli, Bloomingdale Layout, Sarjapur Road, Bangalore",9.18885E+11,12.910065,77.680958
Chillax,"Burger, Sandwich, Fast Food, Juices, Beverages",350," Bommanahalli, Bangalore",3.6,11,,0,https://www.zomato.com/bangalore/chillax-bommanahalli-bangalore,"90, 1st Main, Near Oxford College Back Gate, Bommanahalli, Bangalore",9.19687E+11,12.89969683,77.62935631
Refresh Bay,"Fast Food, Sandwich, Healthy Food, Beverages",300," Rajarajeshwari Nagar, Bangalore",3.6,6,3.9,49,https://www.zomato.com/bangalore/refresh-bay-rajarajeshwari-nagar-bangalore,"127, Ideal Homes Township, 8th Main, Gokhale Road, Rajarajeshwari Nagar, Bangalore",9.19987E+11,12.9219689,77.51819048
Swadh Foods,"South Indian, North Indian",300," Mysore Road, Bangalore",3.6,6,,0,https://www.zomato.com/bangalore/swadh-foods-mysore-road-bangalore,"67/9, 10 & 11, Kanminake Village, Opposite Christ University, Mysore Road, Bangalore",9.19663E+11,12.86319682,77.43318122
G.H.S Nonveg,"South Indian, Chinese",300," City Market, Bangalore",3.6,7,,8,https://www.zomato.com/bangalore/g-h-s-nonveg-city-market-bangalore,"40, Chowlagalli, Honnurappa Lane, Cubbonpet, City Market, Bangalore",9.19964E+11,12.96818482,77.5832431
Tintin Da Dhaba,North Indian,300," Marathahalli, Bangalore",3.6,7,,0,https://www.zomato.com/bangalore/tintin-da-dhaba-marathahalli-bangalore,"49, CKB Layout, Chandra, Marathahalli, Bangalore",9.19845E+11,12.95089884,77.70398911
Sapna bakery,Beverages,250," Bommanahalli, Bangalore",3.6,4,,0,https://www.zomato.com/bangalore/sapna-bakery-bommanahalli,"Behind Oxford Engineering Collage, Bommanahalli, Bangalore",9.19448E+11,12.90626637,77.62892347
Till The Last Bite,"North Indian, Chinese",300," Bommasandra, Bangalore",3.6,7,,0,https://www.zomato.com/bangalore/till-the-last-bite-bommasandra,"VBHC Apartment, Chandapura, Anekal Main Road, Byagadadenahlli, Bommasandra, Bengaluru",9.18972E+11,12.75677676,77.7050744
A One Hotel,Biryani,150," Hennur, Bangalore",3.6,7,,0,https://www.zomato.com/bangalore/a-one-hotel-hennur-bangalore,"Hennur Main Road, Byrathi Cross, Hennur, Bangalore",9.18951E+11,13.0577135,77.64870845
Kottaram,South Indian,300," BTM, Bangalore",3.6,8,,0,https://www.zomato.com/bangalore/kottaram-btm-bangalore,"8, 1st Main Road, Brindavan Nagar, Tavarekere, BTM, Bangalore",9.17559E+11,12.921275,77.638173
Smack Cafe,Cafe,400," BTM, Bangalore",3.6,4,3.9,15,https://www.zomato.com/bangalore/smack-cafe-btm-bangalore,"8, 1st Main Road, Brindavan Nagar, Tavarekere, BTM, Bangalore",9.19663E+11,12.9251659,77.6095235
Chococraft,Bakery,400," BTM, Bangalore",3.6,4,,0,https://www.zomato.com/bangalore/chococraft-btm-bangalore,"32, 13th Cross, 20th A Main Road, Venkateshwara Layout, Maruthi Nagar Main Road, 1st Stage, BTM, Bangalore",9.17761E+11,12.92190583,77.61422127
Sri Guru Sagar Fast Food,"South Indian, Chinese, North Indian",250," Rajajinagar, Bangalore",3.6,5,,0,https://www.zomato.com/bangalore/sri-guru-sagar-fast-food-rajajinagar,"1690,3rd Main Road, Nagappa Block, Srirampuram, Rajajinagar, Bangalore",9.19072E+11,12.99599049,77.56399322
New Chickpet Donne Biryani Manne,"Biryani, South Indian",300," Whitefield, Bangalore",3.6,4,,0,https://www.zomato.com/bangalore/new-chickpet-donne-biryani-manne-whitefield-bangalore,"26, Aparaajita Building, Borewell Road, Whitefield, Bangalore",9.19009E+11,12.96916173,77.74233766
Panchamukhi Sagar,"North Indian, South Indian, Chinese, Street Food",400," Banaswadi, Bangalore",3.6,5,,0,https://www.zomato.com/bangalore/panchamukhi-sagar-banaswadi-bangalore,"216/1, Near Aiyappa Temple, Ubbaiannapalya, Banaswadi, Bangalore",9.19731E+11,13.00798032,77.64181014
Nouvelle Garden,"North Indian, Continental, Chinese",900," JP Nagar, Bangalore",3.6,243,,1,https://www.zomato.com/bangalore/nouvelle-garden-jp-nagar,"The Ambient Turret, 35/A, 1st Main Road, 3rd Phase, JP Nagar, Bangalore",9.199E+11,12.9148818,77.59868827
Durgashree Samruddhi Grand,"Chinese, South Indian, North Indian, Ice Cream, Beverages",500," Magadi Road, Bangalore",3.6,64,4.2,1095,https://www.zomato.com/bangalore/durgashree-samruddhi-grand-magadi-road,"Near Omkar Tent House, Bus Stop, Sunkafakatte, Magadi Road, Bangalore",9.19901E+11,12.98980882,77.50199832
Me So Soy,"Asian, Chinese, Thai, Mughlai, Beverages, Momos",1000," Vega City, Bannerghatta Road, Bangalore",3.6,9,3.9,57,https://www.zomato.com/bangalore/me-so-soy-bannerghatta-road-bangalore,"172/1, Unit 2 -3, 4th Floor, Vega City Mall, Srinivas Industrial Estate, Bilekahalli, Bannerghatta Road, Bangalore",9.17625E+11,12.90748535,77.60121759
Sri Sri Tattva Panchamrut,"North Indian, Healthy Food",500," Kanakapura Road, Bangalore",3.6,28,,0,https://www.zomato.com/bangalore/sri-sri-tattva-panchamrut-1-kanakapura-road-bangalore,"Pipeline Road, Kanakapura Road, Bangalore",9.19886E+11,12.82577387,77.50640586
Sri Sri Tattva Panchamrut,"North Indian, Healthy Food",500," Kanakapura Road, Bangalore",3.6,28,,0,https://www.zomato.com/bangalore/sri-sri-tattva-panchamrut-1-kanakapura-road-bangalore,"Pipeline Road, Kanakapura Road, Bangalore",9.19886E+11,12.82577387,77.50640586
Kairali Hotel,"Kerala, Chinese",300," New BEL Road, Bangalore",3.6,4,3.9,298,https://www.zomato.com/bangalore/kairali-hotel-new-bel-road-bangalore,"64/5, Krishnappa Building, Krishna Temple Road, Doddabommasandra, New BEL Road, Bangalore",9.18297E+11,13.0591669,77.56144077
Assi Tussi Lassi,"Beverages, Ice Cream",200," Koramangala 6th Block, Bangalore",3.6,68,3.9,1116,https://www.zomato.com/bangalore/assi-tussi-lassi-koramangala-6th-block-bangalore,"362, Ground Floor, 18th F Main Road, Koramangala 6th Block, Bangalore",9.1726E+11,12.941151,77.623018
Ammana Mane Donne Biriyani,"Biryani, South Indian",300," Vijay Nagar, Bangalore",3.6,62,3.5,475,https://www.zomato.com/bangalore/ammana-mane-donne-biriyani-vijay-nagar-bangalore,"92/1, 22nd Cross, 2nd Main Road, Vijay Nagar, Bangalore",9.19164E+11,12.97728884,77.5358421
Biryani Wala,"Biryani, North Indian, Chinese",400," Whitefield, Bangalore",3.6,39,3.9,33,https://www.zomato.com/bangalore/biryani-wala-whitefield-bangalore,"153/1, Srinivas Plaza, Thubarahalli Village, Varthur Main Road, Whitefield, Bangalore",9.1637E+11,12.9554798,77.72001397
Ambur Hot Dum Biryani,"Biryani, North Indian, Chinese",250," Shanti Nagar, Bangalore",3.6,13,4,303,https://www.zomato.com/bangalore/ambur-hot-dum-biryani-shanti-nagar,"91, General KS Thimayya Road, Srinivas Colony, Sampangi Rama Nagar, Shanti Nagar, Bangalore",9.1726E+11,12.95667567,77.59239346
Kulhad Junction,"North Indian, Fast Food, Beverages",250," Electronic City, Bangalore",3.6,20,3.3,107,https://www.zomato.com/bangalore/kulhad-junction-electronic-city-bangalore,"135, Sathyamma Layout, Kudlu, Electronic City, Bangalore",9.18278E+11,12.88596664,77.65607379
Hyderabadi Biryani Mahal,"North Indian, Chinese, Biryani",600," Electronic City, Bangalore",3.6,20,3.8,125,https://www.zomato.com/bangalore/hyderabadi-biryani-mahal-electronic-city-bangalore,"132, Gate 6, Main Road, Sampanna Building, Opposite Ayappa Temple, Konappana Agrahara, Electronic City, Bangalore",9.1988E+11,12.852804,77.663806
Sunaina Sapice,"South Indian, North Indian, Chinese, Beverages",300," Yeshwantpur, Bangalore",3.6,17,3.3,50,https://www.zomato.com/bangalore/sunaina-sapice-yeshwantpur-bangalore,"7, 12th Main, MSREC Road Marhikere Extension, Yeshwantpur, Bangalore",9.18095E+11,13.02935292,77.56186355
Guru's Rasoi,North Indian,300," Shivajinagar, Bangalore",3.6,13,3.9,71,https://www.zomato.com/bangalore/gurus-rasoi-shivajinagar-bangalore,"280/1, Narayana Pillai Street, BBMP East, Shivajinagar, Bangalore",9.18876E+11,12.98428171,77.60905299
Lassi Square,"Beverages, Ice Cream",250," Yelahanka, Bangalore",3.6,17,4.3,199,https://www.zomato.com/bangalore/lassi-square-yelahanka-bangalore,"792, MIG 2 Stage, Mother Dairy Road, Yelahanka, Bangalore",9.19881E+11,13.099581,77.578158
Chick Blast,"Pizza, Sandwich, Wraps, Chinese, Ice Cream, Beverages",350," Banaswadi, Bangalore",3.6,19,3.9,23,https://www.zomato.com/bangalore/chick-blast-banaswadi-bangalore,"409, 2nd Main Road, Kasturi Nagar, Near ICICI Bank, Banaswadi, Bangalore",9.19903E+11,13.0072502,77.65906379
Dwaraka Kitchen,Andhra,250," RT Nagar, Bangalore",3.6,19,3.4,83,https://www.zomato.com/bangalore/dwaraka-kitchen-rt-nagar-bangalore,"Hebbal Circle, KHB Road, RT Nagar, Bangalore",9.19946E+11,13.03512662,77.60945499
Fried,"Fast Food, Momos",350," Kumaraswamy Layout, Bangalore",3.6,21,,5,https://www.zomato.com/bangalore/fried-kumaraswamy-layout-bangalore,"1424, 1st Stage, 14th Main Road, Kumaraswamy Layout, Bangalore",9.179E+11,12.9086004,77.56413069
Balto Village Cafe,"Lebanese, Juices, Beverages",350," BTM, Bangalore",3.6,18,,1,https://www.zomato.com/bangalore/balto-village-cafe-btm-bangalore,"2, 12th Cross, 20th Main Road, 1st Stage, BTM, Bangalore",9.17736E+11,12.92122684,77.61347339
